,filepaths,labels
9122,../input/100-bird-species/train/COCKATOO/160.jpg,COCKATOO
9123,../input/100-bird-species/train/COCKATOO/161.jpg,COCKATOO
9124,../input/100-bird-species/train/COCKATOO/162.jpg,COCKATOO
9125,../input/100-bird-species/train/COCKATOO/163.jpg,COCKATOO
9126,../input/100-bird-species/train/COCKATOO/164.jpg,COCKATOO
9127,../input/100-bird-species/train/COCKATOO/165.jpg,COCKATOO
9128,../input/100-bird-species/train/COCKATOO/166.jpg,COCKATOO
9129,../input/100-bird-species/train/COMMON FIRECREST/001.jpg,COMMON FIRECREST
9130,../input/100-bird-species/train/COMMON FIRECREST/002.jpg,COMMON FIRECREST
9131,../input/100-bird-species/train/COMMON FIRECREST/003.jpg,COMMON FIRECREST
9132,../input/100-bird-species/train/COMMON FIRECREST/004.jpg,COMMON FIRECREST
9133,../input/100-bird-species/train/COMMON FIRECREST/005.jpg,COMMON FIRECREST
9134,../input/100-bird-species/train/COMMON FIRECREST/006.jpg,COMMON FIRECREST
9135,../input/100-bird-species/train/COMMON FIRECREST/007.jpg,COMMON FIRECREST
9136,../input/100-bird-species/train/COMMON FIRECREST/008.jpg,COMMON FIRECREST
9137,../input/100-bird-species/train/COMMON FIRECREST/009.jpg,COMMON FIRECREST
9138,../input/100-bird-species/train/COMMON FIRECREST/010.jpg,COMMON FIRECREST
9139,../input/100-bird-species/train/COMMON FIRECREST/011.jpg,COMMON FIRECREST
9140,../input/100-bird-species/train/COMMON FIRECREST/012.jpg,COMMON FIRECREST
9141,../input/100-bird-species/train/COMMON FIRECREST/013.jpg,COMMON FIRECREST
9142,../input/100-bird-species/train/COMMON FIRECREST/014.jpg,COMMON FIRECREST
9143,../input/100-bird-species/train/COMMON FIRECREST/015.jpg,COMMON FIRECREST
9144,../input/100-bird-species/train/COMMON FIRECREST/016.jpg,COMMON FIRECREST
9145,../input/100-bird-species/train/COMMON FIRECREST/017.jpg,COMMON FIRECREST
9146,../input/100-bird-species/train/COMMON FIRECREST/018.jpg,COMMON FIRECREST
9147,../input/100-bird-species/train/COMMON FIRECREST/019.jpg,COMMON FIRECREST
9148,../input/100-bird-species/train/COMMON FIRECREST/020.jpg,COMMON FIRECREST
9149,../input/100-bird-species/train/COMMON FIRECREST/021.jpg,COMMON FIRECREST
9150,../input/100-bird-species/train/COMMON FIRECREST/022.jpg,COMMON FIRECREST
9151,../input/100-bird-species/train/COMMON FIRECREST/023.jpg,COMMON FIRECREST
9152,../input/100-bird-species/train/COMMON FIRECREST/024.jpg,COMMON FIRECREST
9153,../input/100-bird-species/train/COMMON FIRECREST/025.jpg,COMMON FIRECREST
9154,../input/100-bird-species/train/COMMON FIRECREST/026.jpg,COMMON FIRECREST
9155,../input/100-bird-species/train/COMMON FIRECREST/027.jpg,COMMON FIRECREST
9156,../input/100-bird-species/train/COMMON FIRECREST/028.jpg,COMMON FIRECREST
9157,../input/100-bird-species/train/COMMON FIRECREST/029.jpg,COMMON FIRECREST
9158,../input/100-bird-species/train/COMMON FIRECREST/030.jpg,COMMON FIRECREST
9159,../input/100-bird-species/train/COMMON FIRECREST/031.jpg,COMMON FIRECREST
9160,../input/100-bird-species/train/COMMON FIRECREST/032.jpg,COMMON FIRECREST
9161,../input/100-bird-species/train/COMMON FIRECREST/033.jpg,COMMON FIRECREST
9162,../input/100-bird-species/train/COMMON FIRECREST/034.jpg,COMMON FIRECREST
9163,../input/100-bird-species/train/COMMON FIRECREST/035.jpg,COMMON FIRECREST
9164,../input/100-bird-species/train/COMMON FIRECREST/036.jpg,COMMON FIRECREST
9165,../input/100-bird-species/train/COMMON FIRECREST/037.jpg,COMMON FIRECREST
9166,../input/100-bird-species/train/COMMON FIRECREST/038.jpg,COMMON FIRECREST
9167,../input/100-bird-species/train/COMMON FIRECREST/039.jpg,COMMON FIRECREST
9168,../input/100-bird-species/train/COMMON FIRECREST/040.jpg,COMMON FIRECREST
9169,../input/100-bird-species/train/COMMON FIRECREST/041.jpg,COMMON FIRECREST
9170,../input/100-bird-species/train/COMMON FIRECREST/042.jpg,COMMON FIRECREST
9171,../input/100-bird-species/train/COMMON FIRECREST/043.jpg,COMMON FIRECREST
9172,../input/100-bird-species/train/COMMON FIRECREST/044.jpg,COMMON FIRECREST
9173,../input/100-bird-species/train/COMMON FIRECREST/045.jpg,COMMON FIRECREST
9174,../input/100-bird-species/train/COMMON FIRECREST/046.jpg,COMMON FIRECREST
9175,../input/100-bird-species/train/COMMON FIRECREST/047.jpg,COMMON FIRECREST
9176,../input/100-bird-species/train/COMMON FIRECREST/048.jpg,COMMON FIRECREST
9177,../input/100-bird-species/train/COMMON FIRECREST/049.jpg,COMMON FIRECREST
9178,../input/100-bird-species/train/COMMON FIRECREST/050.jpg,COMMON FIRECREST
9179,../input/100-bird-species/train/COMMON FIRECREST/051.jpg,COMMON FIRECREST
9180,../input/100-bird-species/train/COMMON FIRECREST/052.jpg,COMMON FIRECREST
9181,../input/100-bird-species/train/COMMON FIRECREST/053.jpg,COMMON FIRECREST
9182,../input/100-bird-species/train/COMMON FIRECREST/054.jpg,COMMON FIRECREST
9183,../input/100-bird-species/train/COMMON FIRECREST/055.jpg,COMMON FIRECREST
9184,../input/100-bird-species/train/COMMON FIRECREST/056.jpg,COMMON FIRECREST
9185,../input/100-bird-species/train/COMMON FIRECREST/057.jpg,COMMON FIRECREST
9186,../input/100-bird-species/train/COMMON FIRECREST/058.jpg,COMMON FIRECREST
9187,../input/100-bird-species/train/COMMON FIRECREST/059.jpg,COMMON FIRECREST
9188,../input/100-bird-species/train/COMMON FIRECREST/060.jpg,COMMON FIRECREST
9189,../input/100-bird-species/train/COMMON FIRECREST/061.jpg,COMMON FIRECREST
9190,../input/100-bird-species/train/COMMON FIRECREST/062.jpg,COMMON FIRECREST
9191,../input/100-bird-species/train/COMMON FIRECREST/063.jpg,COMMON FIRECREST
9192,../input/100-bird-species/train/COMMON FIRECREST/064.jpg,COMMON FIRECREST
9193,../input/100-bird-species/train/COMMON FIRECREST/065.jpg,COMMON FIRECREST
9194,../input/100-bird-species/train/COMMON FIRECREST/066.jpg,COMMON FIRECREST
9195,../input/100-bird-species/train/COMMON FIRECREST/067.jpg,COMMON FIRECREST
9196,../input/100-bird-species/train/COMMON FIRECREST/068.jpg,COMMON FIRECREST
9197,../input/100-bird-species/train/COMMON FIRECREST/069.jpg,COMMON FIRECREST
9198,../input/100-bird-species/train/COMMON FIRECREST/070.jpg,COMMON FIRECREST
9199,../input/100-bird-species/train/COMMON FIRECREST/071.jpg,COMMON FIRECREST
9200,../input/100-bird-species/train/COMMON FIRECREST/072.jpg,COMMON FIRECREST
9201,../input/100-bird-species/train/COMMON FIRECREST/073.jpg,COMMON FIRECREST
9202,../input/100-bird-species/train/COMMON FIRECREST/074.jpg,COMMON FIRECREST
9203,../input/100-bird-species/train/COMMON FIRECREST/075.jpg,COMMON FIRECREST
9204,../input/100-bird-species/train/COMMON FIRECREST/076.jpg,COMMON FIRECREST
9205,../input/100-bird-species/train/COMMON FIRECREST/077.jpg,COMMON FIRECREST
9206,../input/100-bird-species/train/COMMON FIRECREST/078.jpg,COMMON FIRECREST
9207,../input/100-bird-species/train/COMMON FIRECREST/079.jpg,COMMON FIRECREST
9208,../input/100-bird-species/train/COMMON FIRECREST/080.jpg,COMMON FIRECREST
9209,../input/100-bird-species/train/COMMON FIRECREST/081.jpg,COMMON FIRECREST
9210,../input/100-bird-species/train/COMMON FIRECREST/082.jpg,COMMON FIRECREST
9211,../input/100-bird-species/train/COMMON FIRECREST/083.jpg,COMMON FIRECREST
9212,../input/100-bird-species/train/COMMON FIRECREST/084.jpg,COMMON FIRECREST
9213,../input/100-bird-species/train/COMMON FIRECREST/085.jpg,COMMON FIRECREST
9214,../input/100-bird-species/train/COMMON FIRECREST/086.jpg,COMMON FIRECREST
9215,../input/100-bird-species/train/COMMON FIRECREST/087.jpg,COMMON FIRECREST
9216,../input/100-bird-species/train/COMMON FIRECREST/088.jpg,COMMON FIRECREST
9217,../input/100-bird-species/train/COMMON FIRECREST/089.jpg,COMMON FIRECREST
9218,../input/100-bird-species/train/COMMON FIRECREST/090.jpg,COMMON FIRECREST
9219,../input/100-bird-species/train/COMMON FIRECREST/091.jpg,COMMON FIRECREST
9220,../input/100-bird-species/train/COMMON FIRECREST/092.jpg,COMMON FIRECREST
9221,../input/100-bird-species/train/COMMON FIRECREST/093.jpg,COMMON FIRECREST
9222,../input/100-bird-species/train/COMMON FIRECREST/094.jpg,COMMON FIRECREST
9223,../input/100-bird-species/train/COMMON FIRECREST/095.jpg,COMMON FIRECREST
9224,../input/100-bird-species/train/COMMON FIRECREST/096.jpg,COMMON FIRECREST
9225,../input/100-bird-species/train/COMMON FIRECREST/097.jpg,COMMON FIRECREST
9226,../input/100-bird-species/train/COMMON FIRECREST/098.jpg,COMMON FIRECREST
9227,../input/100-bird-species/train/COMMON FIRECREST/099.jpg,COMMON FIRECREST
9228,../input/100-bird-species/train/COMMON FIRECREST/100.jpg,COMMON FIRECREST
9229,../input/100-bird-species/train/COMMON FIRECREST/101.jpg,COMMON FIRECREST
9230,../input/100-bird-species/train/COMMON FIRECREST/102.jpg,COMMON FIRECREST
9231,../input/100-bird-species/train/COMMON FIRECREST/103.jpg,COMMON FIRECREST
9232,../input/100-bird-species/train/COMMON FIRECREST/104.jpg,COMMON FIRECREST
9233,../input/100-bird-species/train/COMMON FIRECREST/105.jpg,COMMON FIRECREST
9234,../input/100-bird-species/train/COMMON FIRECREST/106.jpg,COMMON FIRECREST
9235,../input/100-bird-species/train/COMMON FIRECREST/107.jpg,COMMON FIRECREST
9236,../input/100-bird-species/train/COMMON FIRECREST/108.jpg,COMMON FIRECREST
9237,../input/100-bird-species/train/COMMON FIRECREST/109.jpg,COMMON FIRECREST
9238,../input/100-bird-species/train/COMMON FIRECREST/110.jpg,COMMON FIRECREST
9239,../input/100-bird-species/train/COMMON FIRECREST/111.jpg,COMMON FIRECREST
9240,../input/100-bird-species/train/COMMON FIRECREST/112.jpg,COMMON FIRECREST
9241,../input/100-bird-species/train/COMMON FIRECREST/113.jpg,COMMON FIRECREST
9242,../input/100-bird-species/train/COMMON FIRECREST/114.jpg,COMMON FIRECREST
9243,../input/100-bird-species/train/COMMON FIRECREST/115.jpg,COMMON FIRECREST
9244,../input/100-bird-species/train/COMMON FIRECREST/116.jpg,COMMON FIRECREST
9245,../input/100-bird-species/train/COMMON FIRECREST/117.jpg,COMMON FIRECREST
9246,../input/100-bird-species/train/COMMON FIRECREST/118.jpg,COMMON FIRECREST
9247,../input/100-bird-species/train/COMMON FIRECREST/119.jpg,COMMON FIRECREST
9248,../input/100-bird-species/train/COMMON FIRECREST/120.jpg,COMMON FIRECREST
9249,../input/100-bird-species/train/COMMON FIRECREST/121.jpg,COMMON FIRECREST
9250,../input/100-bird-species/train/COMMON FIRECREST/122.jpg,COMMON FIRECREST
9251,../input/100-bird-species/train/COMMON FIRECREST/123.jpg,COMMON FIRECREST
9252,../input/100-bird-species/train/COMMON FIRECREST/124.jpg,COMMON FIRECREST
9253,../input/100-bird-species/train/COMMON FIRECREST/125.jpg,COMMON FIRECREST
9254,../input/100-bird-species/train/COMMON FIRECREST/126.jpg,COMMON FIRECREST
9255,../input/100-bird-species/train/COMMON FIRECREST/127.jpg,COMMON FIRECREST
9256,../input/100-bird-species/train/COMMON FIRECREST/128.jpg,COMMON FIRECREST
9257,../input/100-bird-species/train/COMMON FIRECREST/129.jpg,COMMON FIRECREST
9258,../input/100-bird-species/train/COMMON FIRECREST/130.jpg,COMMON FIRECREST
9259,../input/100-bird-species/train/COMMON FIRECREST/131.jpg,COMMON FIRECREST
9260,../input/100-bird-species/train/COMMON FIRECREST/132.jpg,COMMON FIRECREST
9261,../input/100-bird-species/train/COMMON FIRECREST/133.jpg,COMMON FIRECREST
9262,../input/100-bird-species/train/COMMON FIRECREST/134.jpg,COMMON FIRECREST
9263,../input/100-bird-species/train/COMMON FIRECREST/135.jpg,COMMON FIRECREST
9264,../input/100-bird-species/train/COMMON FIRECREST/136.jpg,COMMON FIRECREST
9265,../input/100-bird-species/train/COMMON FIRECREST/137.jpg,COMMON FIRECREST
9266,../input/100-bird-species/train/COMMON FIRECREST/138.jpg,COMMON FIRECREST
9267,../input/100-bird-species/train/COMMON FIRECREST/139.jpg,COMMON FIRECREST
9268,../input/100-bird-species/train/COMMON GRACKLE/001.jpg,COMMON GRACKLE
9269,../input/100-bird-species/train/COMMON GRACKLE/002.jpg,COMMON GRACKLE
9270,../input/100-bird-species/train/COMMON GRACKLE/003.jpg,COMMON GRACKLE
9271,../input/100-bird-species/train/COMMON GRACKLE/004.jpg,COMMON GRACKLE
9272,../input/100-bird-species/train/COMMON GRACKLE/005.jpg,COMMON GRACKLE
9273,../input/100-bird-species/train/COMMON GRACKLE/006.jpg,COMMON GRACKLE
9274,../input/100-bird-species/train/COMMON GRACKLE/007.jpg,COMMON GRACKLE
9275,../input/100-bird-species/train/COMMON GRACKLE/008.jpg,COMMON GRACKLE
9276,../input/100-bird-species/train/COMMON GRACKLE/009.jpg,COMMON GRACKLE
9277,../input/100-bird-species/train/COMMON GRACKLE/010.jpg,COMMON GRACKLE
9278,../input/100-bird-species/train/COMMON GRACKLE/011.jpg,COMMON GRACKLE
9279,../input/100-bird-species/train/COMMON GRACKLE/012.jpg,COMMON GRACKLE
9280,../input/100-bird-species/train/COMMON GRACKLE/013.jpg,COMMON GRACKLE
9281,../input/100-bird-species/train/COMMON GRACKLE/014.jpg,COMMON GRACKLE
9282,../input/100-bird-species/train/COMMON GRACKLE/015.jpg,COMMON GRACKLE
9283,../input/100-bird-species/train/COMMON GRACKLE/016.jpg,COMMON GRACKLE
9284,../input/100-bird-species/train/COMMON GRACKLE/017.jpg,COMMON GRACKLE
9285,../input/100-bird-species/train/COMMON GRACKLE/018.jpg,COMMON GRACKLE
9286,../input/100-bird-species/train/COMMON GRACKLE/019.jpg,COMMON GRACKLE
9287,../input/100-bird-species/train/COMMON GRACKLE/020.jpg,COMMON GRACKLE
9288,../input/100-bird-species/train/COMMON GRACKLE/021.jpg,COMMON GRACKLE
9289,../input/100-bird-species/train/COMMON GRACKLE/022.jpg,COMMON GRACKLE
9290,../input/100-bird-species/train/COMMON GRACKLE/023.jpg,COMMON GRACKLE
9291,../input/100-bird-species/train/COMMON GRACKLE/024.jpg,COMMON GRACKLE
9292,../input/100-bird-species/train/COMMON GRACKLE/025.jpg,COMMON GRACKLE
9293,../input/100-bird-species/train/COMMON GRACKLE/026.jpg,COMMON GRACKLE
9294,../input/100-bird-species/train/COMMON GRACKLE/027.jpg,COMMON GRACKLE
9295,../input/100-bird-species/train/COMMON GRACKLE/028.jpg,COMMON GRACKLE
9296,../input/100-bird-species/train/COMMON GRACKLE/029.jpg,COMMON GRACKLE
9297,../input/100-bird-species/train/COMMON GRACKLE/030.jpg,COMMON GRACKLE
9298,../input/100-bird-species/train/COMMON GRACKLE/031.jpg,COMMON GRACKLE
9299,../input/100-bird-species/train/COMMON GRACKLE/032.jpg,COMMON GRACKLE
9300,../input/100-bird-species/train/COMMON GRACKLE/033.jpg,COMMON GRACKLE
9301,../input/100-bird-species/train/COMMON GRACKLE/034.jpg,COMMON GRACKLE
9302,../input/100-bird-species/train/COMMON GRACKLE/035.jpg,COMMON GRACKLE
9303,../input/100-bird-species/train/COMMON GRACKLE/036.jpg,COMMON GRACKLE
9304,../input/100-bird-species/train/COMMON GRACKLE/037.jpg,COMMON GRACKLE
9305,../input/100-bird-species/train/COMMON GRACKLE/038.jpg,COMMON GRACKLE
9306,../input/100-bird-species/train/COMMON GRACKLE/039.jpg,COMMON GRACKLE
9307,../input/100-bird-species/train/COMMON GRACKLE/040.jpg,COMMON GRACKLE
9308,../input/100-bird-species/train/COMMON GRACKLE/041.jpg,COMMON GRACKLE
9309,../input/100-bird-species/train/COMMON GRACKLE/042.jpg,COMMON GRACKLE
9310,../input/100-bird-species/train/COMMON GRACKLE/043.jpg,COMMON GRACKLE
9311,../input/100-bird-species/train/COMMON GRACKLE/044.jpg,COMMON GRACKLE
9312,../input/100-bird-species/train/COMMON GRACKLE/045.jpg,COMMON GRACKLE
9313,../input/100-bird-species/train/COMMON GRACKLE/046.jpg,COMMON GRACKLE
9314,../input/100-bird-species/train/COMMON GRACKLE/047.jpg,COMMON GRACKLE
9315,../input/100-bird-species/train/COMMON GRACKLE/048.jpg,COMMON GRACKLE
9316,../input/100-bird-species/train/COMMON GRACKLE/049.jpg,COMMON GRACKLE
9317,../input/100-bird-species/train/COMMON GRACKLE/050.jpg,COMMON GRACKLE
9318,../input/100-bird-species/train/COMMON GRACKLE/051.jpg,COMMON GRACKLE
9319,../input/100-bird-species/train/COMMON GRACKLE/052.jpg,COMMON GRACKLE
9320,../input/100-bird-species/train/COMMON GRACKLE/053.jpg,COMMON GRACKLE
9321,../input/100-bird-species/train/COMMON GRACKLE/054.jpg,COMMON GRACKLE
9322,../input/100-bird-species/train/COMMON GRACKLE/055.jpg,COMMON GRACKLE
9323,../input/100-bird-species/train/COMMON GRACKLE/056.jpg,COMMON GRACKLE
9324,../input/100-bird-species/train/COMMON GRACKLE/057.jpg,COMMON GRACKLE
9325,../input/100-bird-species/train/COMMON GRACKLE/058.jpg,COMMON GRACKLE
9326,../input/100-bird-species/train/COMMON GRACKLE/059.jpg,COMMON GRACKLE
9327,../input/100-bird-species/train/COMMON GRACKLE/060.jpg,COMMON GRACKLE
9328,../input/100-bird-species/train/COMMON GRACKLE/061.jpg,COMMON GRACKLE
9329,../input/100-bird-species/train/COMMON GRACKLE/062.jpg,COMMON GRACKLE
9330,../input/100-bird-species/train/COMMON GRACKLE/063.jpg,COMMON GRACKLE
9331,../input/100-bird-species/train/COMMON GRACKLE/064.jpg,COMMON GRACKLE
9332,../input/100-bird-species/train/COMMON GRACKLE/065.jpg,COMMON GRACKLE
9333,../input/100-bird-species/train/COMMON GRACKLE/066.jpg,COMMON GRACKLE
9334,../input/100-bird-species/train/COMMON GRACKLE/067.jpg,COMMON GRACKLE
9335,../input/100-bird-species/train/COMMON GRACKLE/068.jpg,COMMON GRACKLE
9336,../input/100-bird-species/train/COMMON GRACKLE/069.jpg,COMMON GRACKLE
9337,../input/100-bird-species/train/COMMON GRACKLE/070.jpg,COMMON GRACKLE
9338,../input/100-bird-species/train/COMMON GRACKLE/071.jpg,COMMON GRACKLE
9339,../input/100-bird-species/train/COMMON GRACKLE/072.jpg,COMMON GRACKLE
9340,../input/100-bird-species/train/COMMON GRACKLE/073.jpg,COMMON GRACKLE
9341,../input/100-bird-species/train/COMMON GRACKLE/074.jpg,COMMON GRACKLE
9342,../input/100-bird-species/train/COMMON GRACKLE/075.jpg,COMMON GRACKLE
9343,../input/100-bird-species/train/COMMON GRACKLE/076.jpg,COMMON GRACKLE
9344,../input/100-bird-species/train/COMMON GRACKLE/077.jpg,COMMON GRACKLE
9345,../input/100-bird-species/train/COMMON GRACKLE/078.jpg,COMMON GRACKLE
9346,../input/100-bird-species/train/COMMON GRACKLE/079.jpg,COMMON GRACKLE
9347,../input/100-bird-species/train/COMMON GRACKLE/080.jpg,COMMON GRACKLE
9348,../input/100-bird-species/train/COMMON GRACKLE/081.jpg,COMMON GRACKLE
9349,../input/100-bird-species/train/COMMON GRACKLE/082.jpg,COMMON GRACKLE
9350,../input/100-bird-species/train/COMMON GRACKLE/083.jpg,COMMON GRACKLE
9351,../input/100-bird-species/train/COMMON GRACKLE/084.jpg,COMMON GRACKLE
9352,../input/100-bird-species/train/COMMON GRACKLE/085.jpg,COMMON GRACKLE
9353,../input/100-bird-species/train/COMMON GRACKLE/086.jpg,COMMON GRACKLE
9354,../input/100-bird-species/train/COMMON GRACKLE/087.jpg,COMMON GRACKLE
9355,../input/100-bird-species/train/COMMON GRACKLE/088.jpg,COMMON GRACKLE
9356,../input/100-bird-species/train/COMMON GRACKLE/089.jpg,COMMON GRACKLE
9357,../input/100-bird-species/train/COMMON GRACKLE/090.jpg,COMMON GRACKLE
9358,../input/100-bird-species/train/COMMON GRACKLE/091.jpg,COMMON GRACKLE
9359,../input/100-bird-species/train/COMMON GRACKLE/092.jpg,COMMON GRACKLE
9360,../input/100-bird-species/train/COMMON GRACKLE/093.jpg,COMMON GRACKLE
9361,../input/100-bird-species/train/COMMON GRACKLE/094.jpg,COMMON GRACKLE
9362,../input/100-bird-species/train/COMMON GRACKLE/095.jpg,COMMON GRACKLE
9363,../input/100-bird-species/train/COMMON GRACKLE/096.jpg,COMMON GRACKLE
9364,../input/100-bird-species/train/COMMON GRACKLE/097.jpg,COMMON GRACKLE
9365,../input/100-bird-species/train/COMMON GRACKLE/098.jpg,COMMON GRACKLE
9366,../input/100-bird-species/train/COMMON GRACKLE/099.jpg,COMMON GRACKLE
9367,../input/100-bird-species/train/COMMON GRACKLE/100.jpg,COMMON GRACKLE
9368,../input/100-bird-species/train/COMMON GRACKLE/101.jpg,COMMON GRACKLE
9369,../input/100-bird-species/train/COMMON GRACKLE/102.jpg,COMMON GRACKLE
9370,../input/100-bird-species/train/COMMON GRACKLE/103.jpg,COMMON GRACKLE
9371,../input/100-bird-species/train/COMMON GRACKLE/104.jpg,COMMON GRACKLE
9372,../input/100-bird-species/train/COMMON GRACKLE/105.jpg,COMMON GRACKLE
9373,../input/100-bird-species/train/COMMON GRACKLE/106.jpg,COMMON GRACKLE
9374,../input/100-bird-species/train/COMMON GRACKLE/107.jpg,COMMON GRACKLE
9375,../input/100-bird-species/train/COMMON GRACKLE/108.jpg,COMMON GRACKLE
9376,../input/100-bird-species/train/COMMON GRACKLE/109.jpg,COMMON GRACKLE
9377,../input/100-bird-species/train/COMMON GRACKLE/110.jpg,COMMON GRACKLE
9378,../input/100-bird-species/train/COMMON GRACKLE/111.jpg,COMMON GRACKLE
9379,../input/100-bird-species/train/COMMON GRACKLE/112.jpg,COMMON GRACKLE
9380,../input/100-bird-species/train/COMMON GRACKLE/113.jpg,COMMON GRACKLE
9381,../input/100-bird-species/train/COMMON GRACKLE/114.jpg,COMMON GRACKLE
